;ECC;PERIH_KM;EPOCH_JD;EPOCH_ET;LNODE_RAD;ARGP_RAD;I_RAD;GM_SUN;COMP_ET;M0_RAD;STATE_VEC;POS_VEC_KM;POS_VEC_WRT_EARTH_KM;ECLIP_LONG_DEG;ECLIP_LAT_DEG
18;0.2935375030224444;150500312.3293544;2459038.680191689;647454037.7458493;4.792304045422115;0.22361952052802092;0.06193477005491833;132712440041.9393;646747269.1841353;0.0;"[ 2.18235893e+07 -1.49341194e+08  6.09724151e+05  3.30842448e+01
  6.06419467e+00  2.07516246e+00]";[ 2.18235893e+07 -1.49341194e+08  6.09724151e+05];[-394541.41264746 1117230.87081605  603143.93246659];109.45027821670014;26.978231792897926
19;0.29352581576091624;150500269.96496192;2459038.6801821096;647454036.9181744;4.792304712218971;0.22361916649456792;0.06193372245608242;132712440041.9393;646747269.1841353;0.0;"[ 2.18237505e+07 -1.49341110e+08  6.09717964e+05  3.30841054e+01
  6.06416347e+00  2.07511865e+00]";[ 2.18237505e+07 -1.49341110e+08  6.09717964e+05];[-394380.2430021  1117315.18849227  603137.74537072];109.44157178993733;26.977488785767218
20;0.2935449584021413;150500074.60529104;2459038.680120792;647454031.6203152;4.792302127467638;0.22362199922586987;0.06194029781248762;132712440041.9393;646747269.1841353;0.0;"[ 2.18237165e+07 -1.49340940e+08  6.09805744e+05  3.30843440e+01
  6.06427200e+00  2.07535427e+00]";[ 2.18237165e+07 -1.49340940e+08  6.09805744e+05];[-394414.25512174 1117485.1782726   603225.52550562];109.44038687665727;26.97750495928599
21;0.29355527858552777;150499880.43813;2459038.680084941;647454028.5228039;4.792302924554788;0.2236206139713056;0.06193887839338144;132712440041.9393;646747269.1841353;0.0;"[ 2.18235686e+07 -1.49340778e+08  6.09775949e+05  3.30844974e+01
  6.06430684e+00  2.07531641e+00]";[ 2.18235686e+07 -1.49340778e+08  6.09775949e+05];[-394562.13722426 1117647.15287855  603195.73016815];109.44452202654632;26.972413843179684
22;0.29347617268847115;150500253.0718926;2459038.680161908;647454035.1727368;4.792303026901188;0.22361812407551934;0.06192952203243631;132712440041.9393;646747269.1841353;0.0;"[ 2.18238321e+07 -1.49341006e+08  6.09697805e+05  3.30835202e+01
  6.06388989e+00  2.07493967e+00]";[ 2.18238321e+07 -1.49341006e+08  6.09697805e+05];[-394298.62099207 1117419.23365167  603117.58685137];109.43617563605585;26.97532766430008
23;0.2933738293042595;150500681.4025975;2459038.6805445207;647454068.2304989;4.7923077243761725;0.22361331258273603;0.06191191532705746;132712440041.9393;646747269.1841353;0.0;"[ 2.18237918e+07 -1.49341333e+08  6.09476059e+05  3.30822760e+01
  6.06330760e+00  2.07426947e+00]";[ 2.18237918e+07 -1.49341333e+08  6.09476059e+05];[-394338.90793213 1117092.35231054  602895.84045224];109.44327384495035;26.97257416792313
24;0.2935865383641161;150499942.13206586;2459038.680165957;647454035.5226055;4.792302252328674;0.22362310028232357;0.061941263401182174;132712440041.9393;646747269.1841353;0.0;"[ 2.18233553e+07 -1.49340926e+08  6.09791851e+05  3.30848649e+01
  6.06444949e+00  2.07541981e+00]";[ 2.18233553e+07 -1.49340926e+08  6.09791851e+05];[-394775.41425274 1117499.48130929  603211.63284151];109.45662103300126;26.974357656356883
25;0.2935020137266782;150500274.1309651;2459038.6802189215;647454040.098724;4.792303125593253;0.22362013353158178;0.06193359040366566;132712440041.9393;646747269.1841353;0.0;"[ 2.18237626e+07 -1.49341081e+08  6.09732368e+05  3.30838187e+01
  6.06403194e+00  2.07509550e+00]";[ 2.18237626e+07 -1.49341081e+08  6.09732368e+05];[-394368.16622996 1117343.98796517  603152.14950228];109.44055759442877;26.977589644502824
26;0.29343966074057826;150500504.67570746;2459038.6804993832;647454064.3306195;4.792307021668892;0.22361613118520282;0.06191889417704632;132712440041.9393;646747269.1841353;0.0;"[ 2.18235884e+07 -1.49341277e+08  6.09539201e+05  3.30830761e+01
  6.06365235e+00  2.07455489e+00]";[ 2.18235884e+07 -1.49341277e+08  6.09539201e+05];[-394542.36077771 1117148.29679206  602958.98274625];109.45165117388986;26.97264414657053
27;0.293556916885503;150500290.71082264;2459038.6800805875;647454028.1466671;4.792302993874955;0.22362013481533702;0.061936749043883445;132712440041.9393;646747269.1841353;0.0;"[ 2.18236620e+07 -1.49341179e+08  6.09758077e+05  3.30844766e+01
  6.06431055e+00  2.07524363e+00]";[ 2.18236620e+07 -1.49341179e+08  6.09758077e+05];[-394468.70610127 1117246.49594188  603177.85820062];109.44671136305737;26.979719939290188
28;0.2935432705990385;150499817.75645337;2459038.6801237483;647454031.875755;4.792302296739589;0.22362214676358816;0.0619425882248431;132712440041.9393;646747269.1841353;0.0;"[ 2.18236716e+07 -1.49340686e+08  6.09825251e+05  3.30843466e+01
  6.06426880e+00  2.07543138e+00]";[ 2.18236716e+07 -1.49340686e+08  6.09825251e+05];[-394459.15119621 1117738.97862068  603245.03231074];109.43835013691582;26.973284609456563
29;0.29354839587513915;150499972.38029945;2459038.680116507;647454031.2501293;4.7923028186340675;0.22362076515115287;0.06193877698945777;132712440041.9393;646747269.1841353;0.0;"[ 2.18235802e+07 -1.49340862e+08  6.09776238e+05  3.30844043e+01
  6.06426767e+00  2.07530703e+00]";[ 2.18235802e+07 -1.49340862e+08  6.09776238e+05];[-394550.55612462 1117563.25683576  603196.01923262];109.44534425943888;26.974046236003147
30;0.293449619498825;150500274.91592756;2459038.680302073;647454047.2829968;4.792303842053224;0.22361805286855013;0.06192566583154084;132712440041.9393;646747269.1841353;0.0;"[ 2.18237857e+07 -1.49341010e+08  6.09649243e+05  3.30832046e+01
  6.06374217e+00  2.07479007e+00]";[ 2.18237857e+07 -1.49341010e+08  6.09649243e+05];[-394344.98852467 1117414.62148288  603069.0243691 ];109.43836407090143;26.973246059479315
31;0.293376013011265;150500947.84405813;2459038.6806169846;647454074.4913784;4.792308411842722;0.22361366214187825;0.06190973560259817;132712440041.9393;646747269.1841353;0.0;"[ 2.18238224e+07 -1.49341607e+08  6.09448660e+05  3.30822755e+01
  6.06332018e+00  2.07419643e+00]";[ 2.18238224e+07 -1.49341607e+08  6.09448660e+05];[-394308.33484536 1116818.10307404  602868.4415439 ];109.44629545038197;26.976777290497285
